4i7p,0,0,10,2.322,10,3.1529999999999996,11,3.5427272727272734,11,3.4481818181818187,14,4.6692857142857145,0,0,0,0,1.2066408264000001,2.2933591736,-6.5486060549000005,-0.056838140100000004,0.0,6.0,0.0,1.0,-0.0086478471,-0.0,0.0,-12.288517380099998,0.0,0.0,0.0,0.0,49.5684,81.4142,0.0,0.0,42.1848,173.1674
1oif,0,0,9,2.231111111111111,9,3.0811111111111114,3,3.5700000000000003,3,3.706666666666667,0,0,0,0,0,0,2.9720238762999998,4.7479761237,-12.325639308999998,-0.17894955529999998,2.5,10.0,2.5,1.0,-0.0437820181,-7.4158259517,4.0,-67.7586546207,18.7256,27.766399999999997,77.8306,14.2067,25.9804,48.0422,11.8186,146.41160000000002,0,370.7821
5k8s,0,0,14,2.2864285714285715,14,3.1200000000000006,1,3.62,1,2.78,2,4.925,4,1.0025,0,0,0.6340850522000014,7.585914947799999,-34.2677652771,-0.704370447,2.0,22.0,2.0,0.0,-0.1414755512,-5.642437839099999,4.0,-102.4417366056,0.0,65.1065,68.826,0.0,62.7575,114.711,0.0,96.7423,0,408.1433
2w47,0,0,5,2.4519999999999995,5,3.312,2,3.4050000000000002,2,3.91,1,3.52,0,0,0,0,0.412895175400001,4.5671048245999994,-15.8500660939,-0.9894266656999999,6.5,24.0,6.5,1.0,-0.21820594009999997,-9.119598528400001,6.0,-94.5003137246,4.9013,70.89500000000001,70.8823,12.449,149.6361,18.712899999999998,25.7225,107.3611,0,460.5602
5ha1,8,3.78,2,2.08,2,2.9050000000000002,0,0,0,0,0,0,0,0,0,0,0.7360948390000006,6.453905161,19.504672684,0.0728135523,5.5,21.0,5.5,19.0,0.0118605333,-0.6927593003,8.0,-7.9912048473,44.5546,0.0,0.0,0.0,0.0,0.0,451.2051,38.3055,0,534.0652
1o7o,4,3.8975,28,2.367857142857143,28,3.203928571428571,16,3.1412500000000003,16,3.4475000000000002,8,4.614999999999999,2,0.5800000000000001,0,0,-1.5972995240999994,6.0872995241,-43.3121590758,-0.7312308507999999,7.0,25.0,7.0,1.0,-0.1608396872,-10.517733156999999,10.0,-144.5098819716,28.692,132.78390000000002,60.0206,21.6869,127.8009,121.4417,55.5405,131.5104,0,679.4769
4iie,13,3.714615384615385,62,2.601935483870967,62,3.3711290322580645,43,3.325813953488372,43,3.12,2,3.82,0,0,0,0,0.3414084527000001,1.9985915472999998,-17.2928482588,-0.3979696693,2.0,12.0,2.0,2.0,-0.09560308660000001,-7.2161846435,2.0,-76.1663057504,15.388999999999998,31.244300000000003,13.667000000000002,0.0027,238.3909,13.497800000000002,13.8108,15.768099999999999,0,341.77059999999994
4ryd,12,3.6275,47,2.351063829787234,47,3.1470212765957446,31,3.274516129032259,31,3.0470967741935486,6,4.208333333333333,0,0,0,0,3.9258921692,7.3341078308,-37.877218222799996,-0.37154202459999996,23.0,55.0,20.0,21.0,-0.1100308349,-18.1512516058,14.0,-198.62241724100002,287.4312,44.063900000000004,56.463800000000006,35.8399,380.6694,163.296,264.0193,235.3441,0,1467.1276
3ctt,1,3.78,28,2.5675,28,3.2746428571428567,5,3.336,5,3.4019999999999997,4,4.640000000000001,0,0,0,0,2.8049914856999996,3.5450085143,-23.5352369085,-0.34465961609999995,3.5,14.0,3.5,0.0,-0.10967142479999999,-7.8330570684,4.0,-73.51128466249999,17.0512,40.457899999999995,119.3464,0.1137,18.8539,52.5856,7.7033,157.681,0,413.793
6e9a,7,3.744285714285714,8,2.73,8,3.38375,4,3.1575,4,2.9299999999999997,2,5.175,0,0,0,0,4.536586971399999,7.383413028600001,-17.1215710089,-0.41209668670000005,13.5,40.0,11.5,16.0,-0.11079366449999999,-5.561372524299999,12.0,-120.1099630417,0.005699999999997374,32.7714,24.461000000000002,24.365,234.1164,228.3919,384.4176,234.4232,0,1162.9522
1yqj,15,3.7060000000000004,6,2.5283333333333333,6,3.3633333333333333,0,0,0,0,1,5.0,0,0,1,1.65,-1.1360226057999991,9.2760226058,-8.783396052,0.17109387739999998,5.0,35.0,5.0,22.0,0.029706345,-1.9849119588,6.0,-40.0653875955,41.780699999999996,15.7672,11.145199999999999,8.6418,88.9553,465.78540000000004,217.4269,111.59060000000001,0,961.0931
1w11,2,3.59,16,2.46125,16,3.233125,5,3.4880000000000004,5,3.2979999999999996,3,4.763333333333333,0,0,0,0,2.9769034565000005,5.2430965435,-15.298973052200001,-0.7060941485,12.0,32.0,11.0,13.0,-0.1714679573,-10.884595515400001,12.0,-122.3498141198,40.4454,3.1768,87.0586,35.9313,232.2775,185.1004,101.0004,181.9018,0,866.8922
4i7k,24,3.6850000000000005,8,2.52625,8,3.2525,9,3.2711111111111117,9,3.1944444444444446,12,4.3225,0,0,0,0,-1.2056968415,4.2456968415,2.8408947888,-0.0018483948,0.0,7.0,0.0,7.0,-0.00011002349999999998,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,172.0182,47.0271,0.0,0,219.0453
3kdc,11,3.597272727272727,7,2.6000000000000005,7,3.3628571428571425,2,2.8,2,2.99,0,0,0,0,0,0,0.5420803279999991,8.737919672,-19.385040465,-0.5461639889,11.0,45.0,10.0,21.0,-0.1279353258,-4.1836655922,10.0,-125.8926001594,8.378900000000002,37.7068,43.944500000000005,27.4705,237.67919999999998,357.2566,373.9261,162.9979,88.0803,1337.4408
3o8p,10,3.728999999999999,12,2.3600000000000003,12,3.19,4,3.705,4,2.8025,0,0,0,0,1,0.45,-0.34673585569999954,6.8067358556999995,-1.6783278085999997,-0.187920138,3.0,21.0,3.0,10.0,-0.0453956961,-2.9423584605,4.0,-48.6220838932,2.6974,14.1551,0.0,30.947699999999998,75.1356,176.266,339.2032,118.053,55.828300000000006,812.2863
3ffg,6,3.685,6,2.35,6,3.141666666666667,3,3.2399999999999998,3,3.3033333333333332,0,0,4,1.1275,0,0,-0.9442337500999987,10.024233750099999,-24.7014419991,-0.2318415192,7.5,45.0,7.5,22.0,-0.0513296302,-4.656634614,10.0,-137.327371854,6.4013,1.0342,17.6085,49.4352,279.2078,461.1843,70.56960000000001,195.3989,0.0,1080.8398
1adl,4,3.5725000000000002,3,2.4766666666666666,3,3.3366666666666664,4,3.5500000000000003,4,2.8800000000000003,1,4.63,0,0,0,0,1.2518765429000007,4.1081234571,2.7897852056,-0.2567875141,14.0,22.0,14.0,19.0,-0.0529286384,-1.9559464387,16.0,-13.382238988900001,26.4979,51.4829,40.2903,1.6291,100.84429999999999,49.0084,590.8118,171.006,0,1031.5707
