4i7p,2.2933591736
1oif,4.7479761237
5k8s,7.585914947799999
2w47,4.5671048245999994
5ha1,6.453905161
1o7o,6.0872995241
4iie,1.9985915472999998
4ryd,7.3341078308
3ctt,3.5450085143
6e9a,7.383413028600001
1yqj,9.2760226058
1w11,5.2430965435
4i7k,4.2456968415
3kdc,8.737919672
3o8p,6.8067358556999995
3ffg,10.024233750099999
1adl,4.1081234571
5cqt,6.060593153199999
4jz1,7.384813994499999
4uac,8.252532664499999
1fl3,3.8408543709000003
3bxg,5.2839079271
5nlk,7.0792493954
2j4g,5.4386229728
1zog,4.089148070799999
3m37,9.0488387481
3cyz,2.6174884046
1ocq,6.3790305018
5dqc,8.4818436432
4djp,6.3240480914
2azr,3.1398799825999997
4ovg,4.1978292841
4trc,3.0599515773
5d0r,5.6467947697
4rd0,6.909996577899999
4zvi,4.6751992459
2bz6,6.7724378632999995
5mmg,5.9416724195
5cs3,3.1034768739
5fsc,3.081244792
1x1z,6.4309395891
1gfy,4.6397423393
4cj4,5.4073689639
1ado,3.0842227614
3o84,6.938499999299999
4baq,7.4148137355
3ocp,6.0554660580999995
4o0x,8.3045297706
3roc,7.0128318759
3imc,4.6382753593
3s8l,5.4480336495
1tnh,3.6982272404
6dar,7.070799590599999
4djr,5.4667376445
4q1x,7.0231447453
3b4p,6.296109457299999
1b38,5.7508109866
1v2t,4.2522322373999994
1g7v,1.9444453154999999
1d4i,9.5191965455
2wec,5.0888582663
1a99,3.2512164297
5acy,6.6516980744
3hmo,7.586897824399999
1m1b,3.1710679774000003
5nkd,7.2245317597
2xbw,9.0705280474
1f8d,5.5075490281
1fo0,8.469095587
3bzf,5.0020057154
4ibi,6.5544299655
5ceq,6.813454624099999
5mo8,7.145241490699999
5aut,6.3915731808
3l4z,4.0167159332999995
5c1m,9.5140841202
3bra,2.9463046367
1dl7,1.9227046718999998
4a6b,7.601949039199999
5f2p,4.4052969306
4i8n,4.6255933172
1fcz,10.2819968059
5ito,5.2289181818
4jyt,5.7828718345
4asd,9.3426895119
3lzz,3.1621340691999995
6fnj,10.5332464705
3kku,4.3927689214
5nk2,7.6664814894
1d6w,5.1465252501
2i4w,5.841507025099999
4ykk,3.0257122641
4b73,5.6813421487
3jzh,3.2187154877999995
2ypi,1.6088956452
2q7q,4.4895602618
6d5e,7.8178224811
1pbq,6.4411937793
3hl8,4.576537505999999
4zzd,4.622329286699999
5m04,6.361404737100001
2wq5,2.8330464458
1m2q,6.8208702080000005
2whp,3.9731833018000002
4zow,3.8004610765999995
2j47,6.5941044396
1sv3,2.9518864956
6cwn,7.0511200539
4dkq,7.7986343826999995
3w9r,5.5531207618
6hmg,5.723063059899999
4i7l,4.0204787369999995
2vw1,5.5339766728
6gl8,7.6670756163
4qf9,4.6747958264
3ekt,5.4688941050999995
1gyy,3.9835988598
5etb,4.8571267706
1w7g,5.6922711497
4xoc,4.5848112732
2vwo,7.9949089718
5f60,5.8885677434999995
5exw,7.689887155299999
1g3e,4.482063994
1kjr,5.5538322471
2jh6,5.8461500168
1w9u,7.8370399190999995
4gii,6.6341456587
5u8c,7.731908797399999
2oxy,4.2636746813999995
4b3b,4.7906579068
6hpw,5.7718988241
3lq2,5.5518444892
6msy,4.7264995365
4bny,6.9465390497
4oma,5.9436601774
4b32,4.2362788299
6glb,6.6265320325
4mmp,6.772503877399999
4q46,4.5887207749
5i7x,7.2923135706
1hih,7.134019093699999
4z93,7.0366042868
5xvg,6.3485613272
3o9e,7.146906513
5g5z,6.222496400899999
1aj7,4.129020587199999
2pvj,7.8838879254
2g94,6.9895729079999995
4r06,7.090068372899999
2cc7,4.9225687484
2c94,6.7611421172999995
3arw,7.3280125288999995
5en3,4.3423121443
2uy5,4.7328588948
4ara,6.056434264899999
5kby,8.2187774547
3d78,3.7452292796
4std,7.4288160596
1qk4,6.5117188428
5vih,5.334210671299999
5exm,7.354601541399999
5f2u,5.4391730903
4o0y,6.215051477399999
6czb,-0.4060527291
3pgl,2.2117364063999996
4r73,6.9936217728
4gq4,7.451898989899999
6cdl,7.2468885349
1ikt,4.5797721969
2uyn,1.9248537976
1j17,6.942842260100001
3gdt,3.3995721170999995
2e2p,5.4544810266
3be9,9.7290040251
1o2n,5.768752151999999
1b05,5.0438659896999996
2qnn,8.8380263872
5btv,3.1572416909
2qbw,7.3484548952
2qtt,6.880877024899999
2bpv,7.099325016699999
2bet,3.3883057107
2b1i,6.499682271899999
6eln,7.179488138799999
1pro,8.7934668697
4mr3,5.3646431714
2rkg,2.3016036012
5fcz,4.5138387808000004
5j0d,6.2822098217999995
2pql,5.4617719172
2ans,5.1742951815
1ai7,3.5065442987
5otc,4.5773810195
3qtv,7.1823854243000005
4muv,8.6231798313
4ks4,4.5490903101999995
4ggz,5.8616633303
4zyf,6.9150576588999995
6d5g,8.3244073496
4uof,4.6416347435
3f8c,7.4123565440000005
1nm6,10.938389672
5btx,4.3464710326
3jyr,8.6814776165
2j79,4.706731981
4kiu,6.2555547952
4qf8,2.2272203803
5jq5,7.158759711399999
1nf8,6.683509535699999
1v2n,6.8630605527999995
5e74,5.4359237296
4yho,7.3909973152
1lag,4.883209675
6g3a,6.7104726281
3gx0,4.1654603704
3fat,5.1138556054999995
4nra,4.4613722411
1w3l,-2.1733455398
1ony,5.5365952321
1c87,4.0793999887
1c5x,5.0207830594
2tpi,4.9535440311
1vyg,4.2602712878
1msm,9.1149922112
4o09,9.148608057899999
4qf7,3.9199245929
5fnr,6.181949073699999
4yo8,5.9303179943
2qrk,4.1174827894999995
5vr8,7.3322741058
1fh9,5.3881808655
2w9h,5.2961865497
3rwp,7.7747519483
2j95,6.015270806099999
4xmb,7.7057598789
3qfz,3.8350597999
5j41,5.7436081148
3dp9,6.5923954079
2r58,2.5108976378
3ckz,6.766005155999999
4o6w,5.0483036042
1olu,6.1125975941999995
3cda,6.634527073499999
6cdj,7.5968659535
6eir,5.2834678331
4cd0,6.509672405700001
5os4,4.975189320999999
3o5n,5.064587082199999
4pp3,8.4984425219
2p2a,7.116151277299999
1y3p,6.479430613
1y6q,6.8962216357
3vhd,9.3251297613
4mc9,6.594287812099999
1pb9,3.4470655945999997
3ioe,6.1895040207
3d6p,4.4302429255
5duw,3.8089842304
2bq7,5.4552952005
3suv,5.5665509637
1e1v,4.4159838799
2uwl,5.2955850879
4elh,7.959063315499999
4g8m,5.3074529561
3zdv,5.295724451
4d8z,4.4029057532
5ot8,5.9293571224
5ueu,6.6762846592
1k21,6.240122165600001
1b8o,6.589402768699999
5ost,5.5072336274
4og4,6.8153690330000005
5uv2,3.9835768551000004
3s54,5.1311146251999995
4yzu,6.1439176172
5t7s,4.244611276300001
3vf5,7.058308255899999
3ozj,4.5735522017
5jop,6.550359096
3hmp,4.2589950152
4csd,4.6392729057
2fzg,0.3520531953
2xm2,4.9713678381
2hkf,5.679838494199999
4b7p,7.3319367004
2wuf,4.9578422825
3bu1,2.8277579829
3el5,7.790617337
2f34,5.3505308238
3sv2,6.286948167199999
1hvk,7.7545663035
1pdz,1.5205907841
1y3n,6.5797647101
5wbo,4.2963663307
1w5w,9.564914977199999
5mod,3.1366452917
1pr5,4.6125812046
1fkh,-1.1786377461
2xp7,5.0612790423
